SRR3405783_2	SRR3405784_2	SRR3405785_2	SRR3405786_2	SRR3405787_2	SRR3405788_2	SRR3405789_2	SRR3405790_2	SRR3405791_2	SRR3405792_2	SRR3405793_2	SRR3405794_2	SRR3405795_2	SRR3405796_2	SRR3405797_2	SRR3405798_2	SRR3405799_2	SRR3405800_2	SRR3405801_2	SRR3405802_2	SRR3405803_2	SRR3405804_2	SRR3405805_2	SRR3405806_2	SRR3405807_2	SRR3405808_2	SRR3405809_2	SRR3405810_2	SRR3405811_2	SRR3405812_2	SRR3405813_2	SRR3405814_2	SRR3405815_2	SRR3405816_2	SRR3405817_2	SRR3405818_2	SRR3405819_2	SRR3405820_2	SRR3405821_2	SRR3405822_2	SRR3405823_2	SRR3405824_2	SRR3405825_2	SRR3405826_2	SRR3405827_2	SRR3405828_2	SRR3405829_2	SRR3405830_2	SRR3405831_2	SRR3405832_2
YER056C	8012.57397343599	6813.37628046632	8860.49739657501	11152.7215546	12545.8068716505	12990.2050779103	12575.3822786871	10435.5166689992	9223.09069487282	7811.84388164782	7036.83733288069	6881.71625029275	6998.89857749468	7411.32948263971	9022.88636438121	9705.76798754643	10637.9021811667	10042.0980589209	9781.41349504622	9864.99263712422	8642.22777455187	8470.4769171483	7564.70199365681	7274.97736415288	6626.28980737999	6592.68904091112	6644.73542608828	7706.84274610544	8157.82339596759	7125.19176597116	8040.66480334868	7718.32316386619	8215.25399163117	7583.35883998342	7228.99808744798	6671.29089058637	5776.7983604824	6937.88048381094	6143.59609188177	7188.1278510945	7180.45878458711	7762.53204044513	7426.6252857676	7631.65031750104	7691.54599011967	8445.10819652015	8437.31492000444	7657.93578661731	8635.9925642083	7335.6909829951
YKR042W	64237.9840389172	55035.0215203092	61472.9513696148	58764.8034560932	53393.0031348781	35314.791746063	23370.1466957174	16886.4082442976	16852.2206871502	17245.3802947215	22559.5103810876	30170.0929607402	39703.1884002346	46058.6604334848	46469.7832157971	31790.5671329181	27151.1905626838	25195.8107342735	19852.8975092139	20457.3692894485	20091.524590282	20242.7216304905	18986.7624059085	20919.6904672993	21624.2782443348	27694.5691278511	20494.0558459906	24984.4594577737	29515.4185354055	24153.29038773	26627.8488110897	24102.3517382987	23743.8720963576	22789.4803392351	21076.4705293337	20298.902086954	16704.0553887988	22944.834718169	21978.1896184368	24861.9828149214	25083.6040574191	26315.0484051432	24440.2966866157	23224.3818673561	22702.5365027687	23622.1209223809	24785.8619107044	20017.9667700782	19078.7788349923	20546.4553665934
YNL048W	1166.64972118765	1223.10304452213	1313.0297393529	1391.98113200379	1355.53153660946	1379.3660639232	1437.26587274074	1483.17193078348	1635.7665915586	1740.86971800311	1598.54633265612	1563.56024275043	1552.77668372387	1533.12590963953	1362.61035315446	1303.21579551093	1249.15710592337	1191.75023675845	1313.4157515552	1208.6330353577	1378.44280416932	1419.43959238316	1471.0757912338	1474.82209055741	1439.45033990531	1347.67676526912	1520.3866988336	1404.13793951531	1331.98959585567	1368.62865848635	1289.77800053715	1261.91315260461	1334.1682516904	1358.49357915328	1301.45790890474	1414.84480795552	1327.54070314325	1284.79268218721	1373.2148429031	1396.57661675453	1301.4890836295	1269.84547031009	1299.87384701489	1336.63359108032	1261.49352680724	1211.89162776055	1257.5106449802	1217.15535681335	1288.47943204422	1236.47146902262
YNR016C	9708.65762901033	9942.67388116823	12221.578754784	11707.4049450803	9958.8726992718	9813.63578471492	9440.79147960609	8727.36323038301	7917.32378002343	7669.71405172972	8410.05128109793	9026.13399526949	9716.73291987551	11584.7807643069	11873.5833665285	14781.9302120191	15951.4185186118	16413.2709926124	17320.3021138384	16742.0778717431	15016.5914777981	12800.6011298655	12170.9717241525	11632.4853215722	10292.9733510384	10382.0094517377	10128.4911854947	10141.0944762601	10597.080416599	9183.91443553551	10289.4624042852	11458.5882738384	11973.1284855309	12172.0274143195	11688.3031422154	11482.4500555031	11081.9704185323	11069.1834395737	10741.7979751861	11359.6137220406	11542.179234439	11684.9847395517	12186.7938091102	11639.560571619	13388.6976656316	14113.9335773341	13572.7557909785	13730.0876972869	13876.7257844709	12762.4721568597
YDR252W	140.945499310995	101.540630111272	118.741852363005	114.943896506373	92.2728112440802	127.868240962224	161.033008278743	168.469565106966	208.139957816592	187.152322625081	184.914019517112	183.674041634964	167.251344146512	145.463823508461	158.660109613875	129.106459928239	116.220105571184	134.687283187821	157.55099261929	164.089996694966	154.821228973316	191.053748206948	193.042356794317	200.005354261913	181.888704038244	193.422387559595	169.179193428043	208.675411666003	142.187846428765	136.400491301849	138.415200057646	135.475661278123	159.157037388693	149.171601578296	145.930063012202	145.376448713876	123.5211744466	165.807704255241	151.922969712697	167.844609720988	174.191694843188	173.076605647221	163.913710913901	179.1467210681	185.181337842827	178.574975080602	188.081433172617	176.366416752183	204.575119964325	179.316890695436
YHR182W	268.862423055428	236.31273916805	267.905171033888	301.595911934154	274.621462035953	263.791174268525	340.575557738951	407.31249285355	466.091187589291	497.895801700686	487.041297307365	427.951193454054	422.879819006807	377.787340191039	356.725998086098	315.931101942043	309.362870944877	307.458556794268	316.574424421938	330.629097818215	335.26804067325	333.382379421519	375.618561714243	373.923053620098	399.914236693357	393.124722767228	394.009437325838	357.224009801124	297.450437356727	286.672219007276	301.098000125398	292.741114230349	309.472017144681	316.168740452111	327.598100639636	281.595325855224	247.0423488932	347.241265456003	302.157906428585	308.323250465728	314.732721364397	277.663003712119	280.178087259807	315.497280992153	312.113146880633	315.296440376688	348.904687624564	292.934778039033	292.250171377607	304.838714182241
YNR074C	1013.86006227069	1083.71545227848	1379.76069770567	1513.25221547381	1318.18301777257	1168.93722643419	1004.14260909446	798.631039652642	748.948053340044	745.960908576383	787.14765685153	905.317230596702	973.098729579709	999.409722666044	999.66238998546	917.41531525478	1138.78981142412	1097.00469961943	942.361077349026	953.926174816257	1050.64889179133	868.076426416803	860.550265227677	836.54413391287	774.532693354905	825.185120952297	958.311089089114	890.407370964683	1028.81895778055	1145.53293966214	1047.10200043608	1080.01576123818	1126.87112274587	1077.97591329221	1075.11740300826	1087.46162423765	1094.22292918857	1042.59189953165	1092.15734893461	1003.41886246243	1034.26318813143	1102.32212473711	1047.33237380452	1095.78077719988	1103.26346348614	1095.63187835911	1185.73077434911	1103.61474517031	1143.21390568299	1105.24410810459
YKL183W	427.574161775372	293.544730685312	287.531923490583	291.050600328064	288.901778061823	297.016780187843	325.767924793779	444.631700313954	579.945523488965	596.768726861106	636.589247517926	757.072699530919	696.5638367011	593.366819635233	620.12251992874	534.652634055766	417.221817841875	393.844193597491	326.881498705443	257.155964969723	312.84565578746	426.985893643715	451.20743636262	500.013385654782	546.870673068627	633.01872292231	395.122458335233	464.214369172253	571.20290030866	612.646274491356	556.357200231705	510.639030971385	439.155529091023	455.958480295923	442.753796622054	559.75656237075	506.561584094137	540.828270947724	557.894905444958	520.865609514589	549.297674079372	554.40046407853	516.518786717059	498.62504030621	437.306164013812	472.479621567427	451.577160805751	322.455337066223	315.4582732223	374.935316908638
YIL001W	418.0988340906	359.084591938951	256.129119559871	291.050600328064	255.947202617508	318.160347591045	319.289585380267	350.800550127796	362.910695680211	412.264786159965	428.434668170794	468.042481729706	464.692655043435	476.158558966545	376.428887515272	390.357178841852	366.218749929341	339.969280322363	332.771255438875	311.03626239195	337.403505900468	316.713260450443	333.75395421668	356.531283684279	371.004773799861	330.32524628684	382.879227231888	377.561020260099	356.286787603112	396.486173868934	332.556000138499	374.215987446562	344.840247675501	377.150841726257	346.459809464343	299.910469000279	331.885175785814	357.658503419683	378.119391284934	340.250214271351	365.208723847366	351.706471368684	361.181956025397	353.317144328752	340.803213306987	327.387454314437	333.458386349519	364.086894668669	316.317832549881	317.879942596454
YNR030W	2227.8864218822	2291.12585396524	2471.98947192075	2462.33026002185	2285.94904998727	2146.57550969654	2169.31822646767	1888.35189749643	1921.291918307	1854.75014073252	1744.05244637451	1896.41117099247	2066.88450862878	2096.1441617802	2178.72477319445	2562.3835046934	2253.33226269309	2400.22027418848	2726.95736757874	2709.93404989522	2265.72860607846	2493.95664605714	2153.70147459683	2193.9717774035	2075.45852356221	2106.29444115221	2118.07898087873	2287.47156771165	2336.29340770023	1831.00320527228	2105.88840087704	2106.97811666115	2147.63755389928	2212.24299699133	2091.66423650822	1896.76201195978	1504.71248871313	1994.90107004474	1902.41318740232	2224.85327776897	2149.68387045116	2150.03719207751	2209.97613726358	2165.68480580103	2398.66343243361	2591.19729465916	2528.65037932074	2435.8245884486	2777.23618741485	2432.18909925082
YGR168C	898.971714092819	733.86182671328	484.780785680369	617.955260116833	545.947466527475	509.459290762876	574.72125368448	614.167528491217	645.767561430964	682.399742401827	634.568329271837	679.687189603497	587.280287969004	559.878745158465	557.902869099769	520.982538298658	433.944135190247	451.434618132973	466.763221124439	477.575363515199	491.157002260176	570.596764779139	511.678536081321	498.2742086612	539.643307345253	537.56351867212	654.456353524273	572.973164235466	541.784725185467	592.995356252954	544.672800226839	540.00788061909	529.541007114231	515.064209223172	540.040505296855	550.598990798223	563.955261109728	525.202414002204	558.738921943362	596.578123682208	595.814774406814	550.698290695702	508.89489318618	572.274247856429	439.04495591844	479.920245529119	432.496435701283	458.704071037866	519.173833859044	480.895297774123
YKL032C	728.415815766909	743.092793087032	814.510226952847	624.282447080486	660.189994734431	780.298320832468	950.464939668214	1160.09422048341	1321.77768083528	1519.28843036681	1689.48765373011	1527.19837663996	1316.15404342568	1106.15296006074	1055.66007573153	1046.52177518302	969.894406205561	1011.54794063129	976.227178566256	1016.37833773748	959.891619634561	1038.61433589012	1169.88319840411	1178.2924131517	1292.49390353004	1282.36530972952	1216.53196326876	1244.09450938164	1149.76034439812	828.806375113777	1030.92360042935	879.170724937747	955.924675180236	961.640827784611	935.143669098598	756.644351180094	748.613178464241	1079.05223240453	918.28995026341	959.633312100433	956.074870559772	1008.8422468207	942.503837754929	835.022772089642	1058.05487396582	966.351037024717	1096.68739052825	925.734453596221	836.351225736506	908.810605115504
YOL143C	2631.77226444564	2447.12918568164	3140.28039307122	2907.34240979882	2295.83542262057	2328.81292398129	1934.24705346306	1743.34011993601	1433.85304273652	1611.09900373006	1709.696836191	2000.83499161743	2116.29967849025	2111.84169669118	2347.75482461316	2351.25647022251	2282.59631805274	2174.502965122	2034.91095140055	1999.69376569313	1904.83498267859	1866.94132476051	1611.78738865616	1635.69596246373	1681.56709163833	1861.3764828787	1537.08201397453	1636.68723302446	2007.79045215791	2515.31753451545	2172.39960090474	2319.19173992199	2149.60245559543	2061.19502306614	2222.70347676408	2361.50876926556	2722.45659234829	2202.3777261547	2380.12652549891	2109.00400910285	1994.29696084673	2178.72903579443	1952.66973059641	2179.61843966188	1874.41767318843	1934.56223003986	1915.34135810568	2093.68887869759	1935.72760571286	2008.34917578888
YFL049W	433.496241578355	609.243780667629	522.07161534809	435.521369331488	409.735221357642	375.550030542594	429.421355409982	464.890698649602	451.859395601831	489.950655928867	498.156347660853	594.842835345722	591.081454881425	587.087805670839	561.013851641218	549.841629341441	534.278039280477	467.225540989477	506.519079075101	457.982528088935	417.483451921149	476.993250556943	482.605891985792	482.621615718963	499.892795866696	484.811958428595	552.058420659931	553.520371622534	550.773612028665	490.117019593084	506.024400210743	463.269918636377	490.242973191097	489.733182540065	501.324366130353	393.775577618687	445.424841186224	473.116224183804	438.044562671608	446.977493278719	498.821671596403	463.697216199238	471.728412223144	453.838360039185	451.216499250832	453.878061663197	503.367700375023	479.898318544566	411.728917911394	446.662073186813
YML061C	247.542935764689	316.622146619692	275.755872016566	521.99292450142	797.500725752408	1245.45680370292	1127.2310579512	963.901815548716	837.896753261664	822.763984370637	649.725216117502	531.442658537714	389.619608523126	327.555228475887	348.430044642235	428.32966705604	564.378210507546	596.339557286767	583.08591660971	622.072524783901	597.930263621083	637.273240663443	661.693379614254	653.060961089985	543.25699020694	469.740084073302	467.468823945909	412.045516255752	440.455455316692	376.835255630532	496.137600206626	458.533007402877	532.488359658466	531.951560345243	545.996834399394	431.550560355364	376.801966493668	494.818803274804	426.228331693954	442.416498449344	419.643628485863	419.271135605299	465.057505383625	454.833619600675	528.592739006755	493.871415457291	484.286975270554	487.467692654102	471.038511514497	469.484222911686
YIL068C	508.114447095941	444.009482577469	486.743460926039	445.012149776968	431.704938320518	422.871348064047	406.284428933151	406.246229783253	480.32297957675	513.786093244325	578.993077504399	542.630925033245	614.838748084054	621.622382475006	569.309805085081	566.549524155683	554.344820098523	484.874219476157	530.078106008827	446.961558161661	493.292467487394	498.791329211427	529.122122538639	514.796390100228	509.529283497862	511.187738550358	559.849567725696	543.793975316068	554.859469684664	438.099883079667	489.846000204005	470.848976609979	493.190325735332	490.671368713514	481.469935788556	386.907398939292	311.922157693434	489.610184292964	472.649239106167	499.885033299465	437.458688185734	520.155360287369	486.023212593543	465.781474777059	510.335424008166	464.108919610524	457.028796549885	498.064816407452	495.10617268677	460.518378376914
YBR246W	1395.24200158279	1146.48602361999	1121.66890290013	1389.87206968257	1562.0468760605	1814.31945050336	1718.610898699	1550.3465042122	1442.74791272868	1322.42537402062	1230.73921186799	1300.63598010546	1050.07235955623	1071.61838325658	1136.5456218092	1301.69689598236	1277.5850454156	1294.85567423326	1412.06917684018	1294.3516903476	1321.85297564804	1292.49784021881	1191.97840791671	1153.07434674477	1209.37919771124	1115.31870229169	1098.55173627289	1144.17789277885	1018.19572787495	1315.45558560597	1230.45720051245	1158.64848771429	1224.13375670563	1231.83844573775	1142.62246617037	1208.79944757365	1408.64046414355	1238.78321451429	1262.64868161219	1063.62399421018	1143.13299740842	1181.91885246792	1116.90040227379	1144.54849571286	1065.87943753665	1129.11468618672	1041.26242712956	1091.50374659505	1076.16827813166	1200.60809088353
YBR160W	846.857411826569	1080.94616236635	996.057687177277	1064.02194105441	1571.9332486938	2088.17899020198	2108.23674056883	1959.79152320635	1665.11966253273	1475.14873163448	1297.42951398892	1193.41509285662	1044.3706091876	972.20066215367	1020.40227359512	1202.96842662547	1254.17380112788	1271.63372885605	1385.56527153974	1331.08825677185	1323.98844087526	1287.36888053541	1181.51225604232	1209.59759903618	1197.33358817228	1062.56714204816	1075.17829507559	1084.05107924797	1126.87954152452	1182.52290340501	1201.69560050047	1206.964982296	1190.73042787096	1170.8563444636	1288.55252918257	1191.62900087516	1159.1027379888	1170.20306458673	1122.54194287715	1051.7654076538	1071.87275860894	1051.41724072322	1075.92197454531	1085.82818158498	1052.83849825194	1020.29556074698	998.557947133844	1008.99756880111	992.791023356284	1005.80474144622
YBR133C	1570.53556375109	1989.27325354355	1287.5149611592	958.568824993517	1058.94035761064	1365.27035232107	1713.98351340363	1833.97248091127	2108.97367514162	2375.59858577402	2583.74397762434	2232.99152139969	2156.21193107066	2032.30751980886	1939.17911750292	1699.64857246705	1573.57006248178	1720.28171354376	1874.41508041455	1951.93622934161	1912.30911097386	2018.24563542104	2031.59636939561	2077.44691883352	2157.36866842712	2190.44573963593	2151.46961116058	1884.26822991633	1743.02687604917	1486.53416791676	1572.00120065469	1520.54850595375	1647.5700722274	1592.10193634194	1595.30347796332	1462.92205871129	1472.27258431301	1722.31667666177	1578.31085201524	1755.98300930925	1631.06768807713	1716.8829062866	1640.09009583037	1586.44374101417	1684.88935558403	1662.97945543811	1622.77023983717	1685.69961419361	1703.64658726593	1791.53875340258
YHR135C	1491.17969439112	1438.18456103055	1735.00491717185	1516.41580895564	1443.41040446097	1634.09570930464	1982.37186053487	2360.70643763812	2588.40716771915	2690.75603472286	2780.78350661799	2660.01035931245	2339.61823459496	2224.86394805027	1946.4380767663	2018.61747346623	1576.91452595146	1588.3810638012	1612.32090577685	1640.89996694966	1657.12101632129	1784.87796982598	2006.01244259154	2185.27589243559	2182.66444845892	2184.16579198789	2023.47219508015	1947.04769698533	2114.83992274508	1624.09059558557	1893.7716007887	1808.5527089506	1685.88565530245	1764.72819225644	1858.37467999212	1796.02872466198	1617.00446548276	1969.72607829918	1800.28719109545	1851.76390072612	1914.12919219731	1974.18395639316	1823.06354057146	1710.85118620035	1950.05512103972	1938.2825420207	2016.19661937216	1827.24691004193	1734.59072305886	1901.57411814751
YOR026W	288.99749438557	370.161751587453	452.396644126822	578.937607174302	891.970508692776	1203.16966889651	1168.8775256095	987.359603095255	815.659578281259	778.624285638307	795.231329835885	676.890122979615	651.900125480157	625.808391784602	597.308647958117	624.267706241249	628.759132298777	717.093673248262	725.912517395421	720.036701915224	758.090155662445	744.981394015011	777.983955996373	721.758452336468	660.099402734818	693.306220343483	615.500618195447	608.341878077162	620.233192180648	582.59192895027	645.338400268763	684.957364364214	636.628149554772	669.864927842158	663.137973415991	644.464099416631	623.844315386868	682.329086621046	678.589264716711	602.963516443333	673.013366439591	638.624908537873	650.889910198803	613.079889877496	612.054750428874	612.921398844359	593.31969015323	635.070487790049	624.04007182395	631.684501313467
YJR057W	501.007951332362	420.932066643089	525.996965839429	767.6986849233	997.425150114582	1220.28589012768	1186.46158973189	985.227076954661	751.616514337692	662.095480984955	586.066291365709	523.051458666066	497.952865527117	507.553628788515	548.569921475424	613.635409541277	721.567993582241	814.625843832547	775.975449629588	732.282224056639	700.432594527555	743.699154094159	668.670814197181	621.755775205512	581.802940731601	582.779141738	601.031345073312	572.973164235466	616.147334524648	820.714820545023	773.866800322291	779.69558903423	716.206668249118	728.032470595959	773.33006181296	795.564030363337	951.98642528036	664.098920184606	703.065743170424	608.436710238582	625.506540573267	675.646642366156	701.398204840877	755.402007170486	677.259446852405	665.005766576201	705.078222907974	641.125987077677	694.523936685608	687.924798849762
YBR289W	258.202679410059	380.315814598581	299.3079749646	298.432318452327	344.924556317157	385.618395972691	458.111144241252	493.679801547628	520.349894541479	557.925791976655	583.034913996576	536.104436244185	472.294988868277	447.902996126772	386.7988293201	397.951676484689	373.743792736108	346.471425027982	365.164917472748	402.877678452566	417.483451921149	488.533409844611	483.768797749613	485.230381209336	546.870673068627	525.003623376043	513.102685331105	444.76157655932	405.3170794751	305.167200878713	375.698400156466	365.689547226261	361.541912092833	409.987357796951	339.510758844714	365.158166454539	298.197582754923	432.315375492724	365.459143808876	361.230790486475	406.7771964804	375.770598357067	344.028195580919	354.312403890241	423.395828776792	409.234317893047	410.689892724748	409.503139325884	384.223019428796	411.613771823614
YMR029C	761.579462663613	723.707763702153	679.085635001651	685.445254395804	804.091640841271	874.940955875373	793.133839625764	644.02289445954	549.702965515614	518.200063117558	497.145888537809	506.26905892277	559.721827853954	589.180810325637	658.491304606605	709.32607984103	731.601383991264	736.600107365119	743.581787595716	742.078641769771	723.922712026954	629.579801138331	709.372515930923	684.366146974458	631.189939841323	624.226796215056	673.377710683989	699.416316219528	698.681659175828	752.514574894099	752.295600313307	722.852654232221	713.259315704883	774.941779268379	757.446517539523	732.605725802209	689.971812817876	699.691149893846	704.753776167231	678.676030610952	704.684583683807	730.253699762872	749.047539408871	767.34512190836	749.419310894445	741.272162183542	679.637256102016	716.062790762081	728.906309788856	700.150950488087
YOL124C	893.049634289836	747.708276273908	680.066972624486	874.206332144802	1013.90243783674	1280.69608270826	1588.11863336967	1785.9906427479	1919.51294430857	2128.41627287297	2092.6608438248	2009.22619148908	1721.92861132659	1602.19506324787	1372.98029495928	1391.31196816784	1239.12371551435	1124.87103407208	1152.9198805692	1062.91132187485	1129.6611051984	1112.98425129953	1235.0059211781	1175.68364766133	1150.35571097035	1158.02234629835	1192.04550106207	1183.08347800471	1184.89872023971	1035.71898480048	1089.34560045368	1085.70005471838	1080.69593288619	1032.94297696669	1019.52499805123	945.519264863476	924.537275403338	1136.34704120477	1030.54414455113	1099.1997538793	1131.25629094184	1120.83299165125	1116.90040227379	1021.13631008817	1051.09970634731	1023.08579473262	907.697351398281	918.922016897639	882.767429425891	894.139223149513
YGL257C	1829.92265912175	1576.64905663683	1379.76069770567	1371.94503995222	1370.91033848348	1326.00372714369	1492.79449628513	1486.37071999437	1651.77735754449	1699.37840119472	1803.66953463412	1761.21961750481	1933.84366669405	1852.30911949623	1701.70745017235	1632.81699321008	1436.44706022513	1526.14625019028	1491.5808927415	1555.18131195975	1555.68641802843	1559.20374375603	1578.06312150535	1616.56501553433	1581.58853246499	1567.47493295048	1705.14818639317	1503.17033827206	1492.97238750203	1470.35105877925	1433.58600059704	1465.60033564514	1511.0094043445	1469.1995476202	1462.27879467329	1532.74854195181	1382.4390028973	1553.90466291561	1493.90920217485	1552.56263991914	1636.01631577153	1476.24163640276	1512.38987918814	1558.57647329247	1473.62613917179	1488.12479233835	1513.73752495449	1519.93032119478	1569.55533216327	1582.06402199928
YLR342W-A	241.620855961706	179.080747650788	86.3577108094585	151.852487127686	439.394339257525	564.835300628406	598.783657220384	438.23412189217	446.522473606534	382.249791021981	327.388755866362	269.450751434034	319.298020643342	283.602130725129	193.917911750292	232.39162787083	220.734588998507	310.245190239533	396.086140323262	472.677154658633	616.081718052438	476.993250556943	408.179923101236	446.968487350536	343.299871860261	278.829675572922	306.080777583631	270.57066088897	341.577700041516	744.423020325345	385.585200160584	443.374891455674	485.330718950706	486.91862401972	530.113290125957	1062.2783024132	1281.37622380463	434.051581820004	566.335070428997	457.011681903343	478.037435279886	397.05809530833	427.891024420589	463.79095565408	370.362675685654	412.954629873893	419.775952298304	410.260076736837	518.314274531463	397.757466633512
YDR147W	518.77419074131	479.087154797726	387.628361019728	452.393867901231	456.970112827826	497.37725224676	650.610372528485	686.67341727143	822.775474274988	924.285291454997	1031.67876462826	1009.74105122166	948.391144648974	920.922048111119	777.745635362132	592.370816141331	639.628638575219	558.255566868142	533.022984375543	502.06640779803	645.978231233492	606.499482562995	652.390133503685	734.802279788332	707.077279936749	684.514293636228	795.810021717441	672.889780838256	720.745290518223	767.541747664642	680.391600283361	652.746367976409	650.382461427869	713.021491820784	645.268986108375	707.422403977758	757.346998879657	683.197189784686	742.734518595405	745.266555119823	716.561290150388	722.849352997216	705.210151606317	695.68643348112	647.699984473738	662.215532590567	613.309021215054	622.959489214792	642.090817703155	674.06849365966
YIL036W	684.592425224834	1080.02306572898	1132.46361675131	837.29774152349	640.417249467843	517.513983106953	487.726410131596	536.330324359518	552.371426513262	586.175199165347	647.704297871413	702.996078135853	675.657418682786	767.086205983466	777.745635362132	789.827754855108	730.765268123845	693.871727871052	715.605443111916	647.788121280873	598.997996234692	610.346202325551	654.715945031327	676.53985050334	751.646035230888	737.265853879754	854.800135215377	781.64857590147	835.149304886195	757.138320361958	758.587200315927	732.326476699222	692.627847895238	740.228890850788	747.519302368625	654.766367435724	679.990303771686	717.053213166646	676.0572152215	685.973622337952	736.355800928023	735.806959837115	721.410925359435	686.729097427715	748.549914942132	680.817092494796	743.23967311691	710.007291474453	746.957055668061	754.761094472607
YMR241W	5004.15743352063	4711.485237163	5749.65713218883	7002.08690644329	7711.37065396956	7993.2753149535	7558.37114145112	7222.86603819358	6704.95300009174	5897.06375063933	5730.31368678438	5876.63697677756	5450.87335241134	5599.83395391205	5486.73620893472	6268.49835439814	5519.20084083009	5658.72364951867	6181.29969173627	6295.42293290164	6623.14540221711	6180.39641850663	5741.26575598519	5252.31452061719	4815.83469367482	4663.48912343361	4576.74239063233	4475.02651882052	4560.63431562608	5053.7537963702	4614.43920192177	4996.49396909663	5081.23578626123	4843.85521351409	4914.96423111163	5188.90899228346	5766.81685143621	4778.90791583824	4793.16969443558	4576.50221179455	4418.13480556814	4450.01240615956	4337.99541907021	4260.7061827363	4333.938822284	4412.29000928321	4144.15177149906	4434.89629077699	4637.32257230056	4596.21793923437
YGL050W	856.332739511341	684.01460829502	673.197609264642	569.446826728822	583.295985364364	672.566810730437	669.11991370995	694.137258763511	624.419873449775	683.282536376474	702.269090515807	713.25198909009	791.593009511619	802.667285115032	778.782629542615	944.755506768995	734.945847460938	743.102252070738	764.195936162726	696.770209846535	684.416605323419	659.071319317927	652.390133503685	661.756846057894	638.417305564697	656.882523984858	670.038647655804	678.19508791451	749.346294110216	868.108211590581	765.777600318922	767.379619827128	707.364610616413	710.206933300439	721.70854292429	734.895118695341	743.622423941146	684.933396111966	689.561479195962	795.437498242944	772.975645866648	732.104786454287	809.085700964544	790.236091822617	730.292599943543	683.607326480431	756.868762477245	755.423536131667	709.136445254489	734.384175075398
YCR038C	207.272793104405	226.158676156923	180.566122601595	156.070611770122	158.181962132709	152.032317994455	133.268696506546	132.216620716859	159.2181728597	197.74585032084	190.976774255378	204.185863543437	200.511554630194	199.881944533209	166.956063057738	171.635646728129	165.55094174888	182.060051757331	151.661235885859	126.128878056578	151.618031132489	153.86879050224	161.643901171145	155.656340925576	177.070460222661	182.118481793125	189.213571597154	178.612004900562	161.79996317756	179.170136879547	153.694800064009	157.265452952226	132.630864490577	151.047973925192	169.755379422357	148.810538053574	144.731881169753	157.126672618841	153.611002709504	178.790997311487	159.345811759962	161.970085498736	157.242804074381	150.284193784906	162.57704308267	166.483961142853	180.812585513772	165.769292998833	161.597153585265	178.501813919547
YMR199W	85.2779491629552	186.46552074979	216.875614646481	1069.29459685745	3432.76827544941	4120.98197053844	3595.47837449952	2993.00043832439	2772.53097655691	2304.97506780229	1840.04606306372	1348.18611271146	873.318098128665	678.133508154552	641.89939771888	1266.76220682531	1650.49272228429	2090.90396176404	2410.38294315681	2259.29883509114	2363.9600065305	2304.18513777104	2169.98215529033	1873.96321058444	1714.09023739352	1428.06009516402	1416.87574495986	1240.55763799747	1354.05322719807	1107.3870395523	1438.08000059891	1508.23253674665	1708.48202480825	1731.89167618575	1715.42278153119	1456.05388003189	1114.18594728095	1578.21155149753	1190.06326274946	1234.20520082879	1256.95143437982	1275.39873038433	1263.66035274321	1252.03652835372	1350.17191394324	1464.87284245807	1441.04904836604	1501.76382333189	1499.93102662919	1400.30190097617
YDL077C	511.667694977731	464.317608599723	410.199126344928	471.375428792191	453.674655283395	459.117463612394	485.875456013449	497.944853828817	523.907842538344	553.511822103422	646.693838748369	587.383991015368	613.888456355949	626.854894112001	641.89939771888	604.522012369871	683.106663680986	573.117611909557	577.196159876278	494.719094513181	512.511654532357	525.718367549319	457.021965181726	506.100505132318	519.165771129027	491.091906076633	574.318840847832	535.836014701686	558.128155809463	501.676383262733	539.280000224593	520.112853438387	563.926786796974	496.300485754204	511.251581301251	500.232347149321	447.920218447771	480.929152656564	443.108661662032	491.675242606591	494.862769440876	492.389059916157	527.954627013378	534.45438451983	566.84616090856	532.934691256172	592.411084195875	562.404496338506	581.06210544489	585.225125087831
YOL006C	559.044333401595	738.477309900156	612.354676648887	777.189465368781	934.811456770384	964.549408203231	932.880875545823	826.35387948037	750.727027338476	756.554436272142	652.756593486635	648.919456740788	654.751000664472	907.317517854932	988.255454000149	1136.1368473685	1374.57448603616	1264.20270633534	1068.9908471178	1058.01311301829	983.38173713396	860.382986891691	907.066495780524	791.325532079742	750.441474276992	707.122105169168	783.566790614096	850.617567892776	902.157370444578	873.887893425405	942.841200392663	924.645072779354	959.854478572549	954.135338397023	899.405694483365	848.22006690537	773.566951079716	739.623895421286	786.623376512407	759.861738573822	851.163963438306	790.414017233831	866.264902446138	893.743086217519	874.612328027624	857.531911584975	951.310437351351	854.582336966585	813.143123891814	869.686919872863
